,아파트명,면적,법정동주소,도로명주소,세대수,임대세대수,공급면적,전용면적,전용율,방수,욕실수,해당면적_세대수,가격,매매호가,전세호가,월세호가,실거래가
3,다울,101B㎡,서울시 강서구 등촌동 637-26,서울시 강서구 양천로62길 38,38.0,0.0,101.6,83.94,83,3,2,9,100500.0,,,,
4,다울,101A,서울시 강서구 등촌동 637-26,서울시 강서구 양천로62길 38,38.0,0.0,101.6,83.19,82,3,2,8,99000.0,,,,
0,대동황토방1차,79B㎡,서울시 강서구 등촌동 631-9,서울시 강서구 공항대로59길 103,241.0,0.0,79.34,59.94,76,3,1,57,97500.0,,4억,1억/120,1억/120
1,대동황토방1차,79A㎡,서울시 강서구 등촌동 631-9,서울시 강서구 공항대로59길 103,241.0,0.0,79.12,59.78,76,3,1,18,97500.0,,,,
2,대동황토방1차,110㎡,서울시 강서구 등촌동 631-9,서울시 강서구 공항대로59길 103,241.0,0.0,110.41,84.95,77,3,2,111,99000.0,,"5억 5,000",,
3,대동황토방1차,148,서울시 강서구 등촌동 631-9,서울시 강서구 공항대로59길 103,241.0,0.0,148.89,114.97,77,4,2,55,100500.0,,,,
0,대동황토방2차,74A㎡,서울시 강서구 등촌동 713,서울시 강서구 공항대로55길 50,196.0,0.0,74.89,59.93,80,3,2,12,97500.0,,,,
1,대동황토방2차,74B㎡,서울시 강서구 등촌동 713,서울시 강서구 공항대로55길 50,196.0,0.0,74.59,59.96,80,3,2,12,97500.0,,,,
2,대동황토방2차,99㎡,서울시 강서구 등촌동 713,서울시 강서구 공항대로55길 50,196.0,0.0,99.73,80.93,81,3,2,82,99000.0,"10억 5,000",,"3억/70~4억 7,000/40","3억/70~4억 7,000/40"
3,대동황토방2차,104㎡,서울시 강서구 등촌동 713,서울시 강서구 공항대로55길 50,196.0,0.0,104.95,84.99,81,3,2,45,100500.0,"11억 2,000",,,
4,대동황토방2차,115㎡,서울시 강서구 등촌동 713,서울시 강서구 공항대로55길 50,196.0,0.0,115.37,92.98,81,3,2,15,107000.0,,"7억 5,000",,
5,대동황토방2차,140,서울시 강서구 등촌동 713,서울시 강서구 공항대로55길 50,196.0,0.0,140.73,114.99,82,4,2,30,,14억,,,
0,대림아르빌,91㎡,서울시 강서구 등촌동 637-22,서울시 강서구 양천로62길 46,61.0,0.0,91.91,72.73,79,3,2,16,97500.0,,,,
1,대림아르빌,106B㎡,서울시 강서구 등촌동 637-22,서울시 강서구 양천로62길 46,61.0,0.0,106.07,84.6,80,3,2,35,99000.0,"6억 5,000~8억 1,000","4억 6,000",,
2,대림아르빌,106A,서울시 강서구 등촌동 637-22,서울시 강서구 양천로62길 46,61.0,0.0,106.04,84.71,80,3,2,10,97500.0,,,,
0,더시크릿등촌(도시형),24A㎡,서울시 강서구 등촌동 646-38,서울시 강서구 공항대로57길 23,20.0,0.0,24.34,19.26,79,1,1,2,97500.0,,,,
1,더시크릿등촌(도시형),24A㎡,서울시 강서구 등촌동 646-38,서울시 강서구 공항대로57길 23,20.0,0.0,24.87,19.68,79,1,1,2,99000.0,,,,
2,더시크릿등촌(도시형),24B㎡,서울시 강서구 등촌동 646-38,서울시 강서구 공항대로57길 23,20.0,0.0,24.68,19.53,79,1,1,2,97500.0,,,,
3,더시크릿등촌(도시형),27B㎡,서울시 강서구 등촌동 646-38,서울시 강서구 공항대로57길 23,20.0,0.0,27.05,21.4,79,1,1,2,100500.0,,,,
4,더시크릿등촌(도시형),32A㎡,서울시 강서구 등촌동 646-38,서울시 강서구 공항대로57길 23,20.0,0.0,32.95,26.07,79,1,1,1,107000.0,,,,
5,더시크릿등촌(도시형),33B㎡,서울시 강서구 등촌동 646-38,서울시 강서구 공항대로57길 23,20.0,0.0,33.52,26.52,79,1,1,1,,,,,
6,더시크릿등촌(도시형),34B㎡,서울시 강서구 등촌동 646-38,서울시 강서구 공항대로57길 23,20.0,0.0,34.92,27.63,79,1,1,3,,,,,
7,더시크릿등촌(도시형),34A㎡,서울시 강서구 등촌동 646-38,서울시 강서구 공항대로57길 23,20.0,0.0,34.84,27.57,79,1,1,2,,,,,
8,더시크릿등촌(도시형),35C㎡,서울시 강서구 등촌동 646-38,서울시 강서구 공항대로57길 23,20.0,0.0,35.41,28.02,79,1,1,1,,,,,
9,더시크릿등촌(도시형),36D㎡,서울시 강서구 등촌동 646-38,서울시 강서구 공항대로57길 23,20.0,0.0,36.2,28.64,79,1,1,1,,,,,
10,더시크릿등촌(도시형),36E㎡,서울시 강서구 등촌동 646-38,서울시 강서구 공항대로57길 23,20.0,0.0,36.21,28.65,79,1,1,1,,,,,
11,더시크릿등촌(도시형),37F㎡,서울시 강서구 등촌동 646-38,서울시 강서구 공항대로57길 23,20.0,0.0,37.51,29.68,79,1,1,1,,,,,
12,더시크릿등촌(도시형),37G,서울시 강서구 등촌동 646-38,서울시 강서구 공항대로57길 23,20.0,0.0,37.84,29.94,79,1,1,1,,,,,
0,더자하,24㎡,서울시 강서구 등촌동 565-5,서울시 강서구 등촌로 81,16.0,0.0,24.2,19.77,82,1,1,8,97500.0,,,,
1,더자하,25,서울시 강서구 등촌동 565-5,서울시 강서구 등촌로 81,16.0,0.0,25.3,20.66,82,1,1,8,97500.0,,"3억 1,500~3억 2,000",,
