,아파트명,면적,법정동주소,도로명주소,세대수,임대세대수,공급면적,전용면적,전용율,방수,욕실수,해당면적_세대수,가격,매매호가,전세호가,월세호가,실거래가
3,가양강나루2차현대,144,서울시 강서구 가양동 448,서울시 강서구 양천로 497,114.0,0.0,144.25,114.98,80,4,2,19,,,,,
0,가양우성,91㎡,서울시 강서구 가양동 14-3,서울시 강서구 양천로 489,414.0,0.0,91.92,75.48,82,3,1,54,62500.0,,"4억 1,000~5억 5,000",,
1,가양우성,101㎡,서울시 강서구 가양동 14-3,서울시 강서구 양천로 489,414.0,0.0,101.62,84.85,83,3,2,180,72500.0,"10억 3,000~10억 7,000","4억 7,000~6억","1억/145~3억 6,000/60","1억/145~3억 6,000/60"
2,가양우성,102S,서울시 강서구 가양동 14-3,서울시 강서구 양천로 489,414.0,0.0,102.34,84.87,83,3,2,180,90000.0,"9억 8,000~11억 3,000","4억 1,000~6억","5,000/150~2억/130","5,000/150~2억/130"
0,가양중앙하이츠,151,서울시 강서구 가양동 1467,서울시 강서구 허준로 55-20,164.0,0.0,151.69,119.85,79,4,2,164,62500.0,11억~15억,6억,,
0,강나루현대,80㎡,서울시 강서구 가양동 448-1,서울시 강서구 양천로 507,642.0,0.0,80.71,59.76,74,3,1,342,62500.0,"7억 5,000~10억 6,000","3억 8,500~5억 5,000",1억/130~3억/70,1억/130~3억/70
1,강나루현대,108,서울시 강서구 가양동 448-1,서울시 강서구 양천로 507,642.0,0.0,108.69,84.98,78,3,2,300,72500.0,"11억 3,000~12억 8,000","4억 6,000~7억 5,000",3억/75~5억/50,3억/75~5억/50
0,강변3단지,46㎡,서울시 강서구 가양동 1475,서울시 강서구 허준로 139,1556.0,0.0,46.41,34.44,74,2,1,476,62500.0,"5억 1,000~6억 3,000","2억 1,000~2억 6,000","2,000/70~1억 5,000/40","2,000/70~1억 5,000/40"
1,강변3단지,51㎡,서울시 강서구 가양동 1475,서울시 강서구 허준로 139,1556.0,0.0,51.86,39.6,76,2,1,630,72500.0,"5억 1,000~8억 8,000",2억~3억,"3,000/110~1억 5,000/50","3,000/110~1억 5,000/50"
2,강변3단지,66,서울시 강서구 가양동 1475,서울시 강서구 허준로 139,1556.0,0.0,66.29,49.5,75,3,1,450,90000.0,"7억 3,000~12억","2억 9,000~3억 5,000","5,000/120~2억 5,000/40","5,000/120~2억 5,000/40"
0,강서한강월드메르디앙,107㎡,서울시 강서구 가양동 1462,서울시 강서구 허준로 16-9,144.0,0.0,107.96,84.9,79,3,2,117,62500.0,"9억 7,000~12억","4억 2,900~7억",2억/140,2억/140
1,강서한강월드메르디앙,111,서울시 강서구 가양동 1462,서울시 강서구 허준로 16-9,144.0,0.0,111.24,84.98,76,3,2,27,72500.0,14억,"4억 5,000~6억",3억/100~4억/100,3억/100~4억/100
0,강서한강자이,87A-1㎡,서울시 강서구 가양동 1500,서울시 강서구 양천로55길 55,790.0,81.0,87.31,59.93,69,3,2,80,62500.0,"12억 1,000~13억 5,000",6억,5억/50,5억/50
1,강서한강자이,87A-2㎡,서울시 강서구 가양동 1500,서울시 강서구 양천로55길 55,790.0,81.0,87.31,59.93,69,3,2,36,,13억,,,
2,강서한강자이,88B㎡,서울시 강서구 가양동 1500,서울시 강서구 양천로55길 55,790.0,81.0,88.91,59.98,67,3,2,19,72500,"12억 5,000~13억 8,000",,,
3,강서한강자이,88C㎡,서울시 강서구 가양동 1500,서울시 강서구 양천로55길 55,790.0,81.0,88.91,59.98,67,3,2,1,90000,"13억 5,000",,,
4,강서한강자이,112A-1㎡,서울시 강서구 가양동 1500,서울시 강서구 양천로55길 55,790.0,81.0,112.42,84.99,76,3,2,126,,"13억 5,000~15억 5,000","7억 3,000",,
5,강서한강자이,112A-2㎡,서울시 강서구 가양동 1500,서울시 강서구 양천로55길 55,790.0,81.0,112.42,84.99,76,3,2,76,,"13억 9,000~14억 2,000","6억 8,000~8억 2,000","4억 5,000/150","4억 5,000/150"
6,강서한강자이,112C㎡,서울시 강서구 가양동 1500,서울시 강서구 양천로55길 55,790.0,81.0,112.85,84.99,75,3,2,19,92500,,,,
7,강서한강자이,112B㎡,서울시 강서구 가양동 1500,서울시 강서구 양천로55길 55,790.0,81.0,112.9,84.99,75,3,2,18,71500,,,,
8,강서한강자이,112D㎡,서울시 강서구 가양동 1500,서울시 강서구 양천로55길 55,790.0,81.0,112.42,84.99,76,3,2,18,,,,,
9,강서한강자이,130A㎡,서울시 강서구 가양동 1500,서울시 강서구 양천로55길 55,790.0,81.0,130.97,98.99,76,3,2,57,,"15억 5,000~16억 8,000",8억,,
10,강서한강자이,130B㎡,서울시 강서구 가양동 1500,서울시 강서구 양천로55길 55,790.0,81.0,130.73,98.99,76,3,2,19,,,,,
11,강서한강자이,131㎡,서울시 강서구 가양동 1500,서울시 강서구 양천로55길 55,790.0,81.0,131.77,102.91,78,3,2,38,,,8억,,
12,강서한강자이,156-1㎡,서울시 강서구 가양동 1500,서울시 강서구 양천로55길 55,790.0,81.0,156.89,124.42,79,4,2,101,,18억,"9억 6,000",6억/140,6억/140
13,강서한강자이,156-2㎡,서울시 강서구 가양동 1500,서울시 강서구 양천로55길 55,790.0,81.0,156.89,124.42,79,4,2,21,,,"7억 2,000",,
14,강서한강자이,161㎡,서울시 강서구 가양동 1500,서울시 강서구 양천로55길 55,790.0,81.0,161.88,127.1,79,4,2,60,,19억,,,
15,강서한강자이,195A㎡,서울시 강서구 가양동 1500,서울시 강서구 양천로55길 55,790.0,81.0,195.82,154.32,79,4,2,13,,,,,
16,강서한강자이,195B,서울시 강서구 가양동 1500,서울시 강서구 양천로55길 55,790.0,81.0,195.82,154.32,79,4,2,7,,,,,
0,갤럭시빌,30㎡,서울시 강서구 가양동 248-2,서울시 강서구 양천로47가길 33,12.0,0.0,30.54,22.99,75,1,1,1,62500.0,,,,
1,갤럭시빌,36㎡,서울시 강서구 가양동 248-2,서울시 강서구 양천로47가길 33,12.0,0.0,36.12,27.18,75,1,1,4,72500.0,,"2억 2,000",,
2,갤럭시빌,38A㎡,서울시 강서구 가양동 248-2,서울시 강서구 양천로47가길 33,12.0,0.0,38.69,29.11,75,1,1,3,90000.0,,,,
3,갤럭시빌,40B㎡,서울시 강서구 가양동 248-2,서울시 강서구 양천로47가길 33,12.0,0.0,40.4,29.95,74,2,1,1,,,,,
