Date,Open,High,Low,Close,Adj Close,Volume
2022-11-07,62500.0,63600.0,61900.0,62800.0,62800.0,129929
2022-11-08,63700.0,63700.0,62100.0,62300.0,62300.0,90595
2022-11-09,62800.0,63500.0,62300.0,62800.0,62800.0,119771
2022-11-10,62000.0,62900.0,61600.0,61800.0,61800.0,118829
