Date,Open,High,Low,Close,Adj Close,Volume
2021-05-27,12650.0,14300.0,12000.0,12000.0,12000.0,11609074
2021-05-28,12300.0,13000.0,12150.0,12250.0,12250.0,4033208
2021-05-31,12100.0,12150.0,10950.0,10950.0,10950.0,4843811
2021-06-01,11000.0,11300.0,10900.0,11000.0,11000.0,1879288
2021-06-02,10700.0,10850.0,10600.0,10700.0,10700.0,2426922
2021-06-03,10650.0,10700.0,10300.0,10400.0,10400.0,2709800
2021-06-04,10450.0,10650.0,10350.0,10450.0,10450.0,1737593
2021-06-07,10550.0,11150.0,10500.0,10800.0,10800.0,2714980
2021-06-08,10800.0,11100.0,10650.0,10950.0,10950.0,1362497
2021-06-09,11000.0,11350.0,10950.0,11150.0,11150.0,1664087
2021-06-10,11150.0,11150.0,10800.0,10800.0,10800.0,1671893
2021-06-11,10800.0,10900.0,10650.0,10700.0,10700.0,1040819
2021-06-14,10800.0,11000.0,10800.0,10900.0,10900.0,849624
2021-06-15,11000.0,11650.0,10950.0,11600.0,11600.0,2152388
2021-06-16,11600.0,11800.0,11450.0,11550.0,11550.0,1455907
2021-06-17,11550.0,11550.0,11200.0,11200.0,11200.0,1476215
2021-06-18,11200.0,11400.0,11100.0,11250.0,11250.0,862716
2021-06-21,11200.0,11350.0,11100.0,11200.0,11200.0,637311
2021-06-22,11250.0,11350.0,11200.0,11300.0,11300.0,603776
2021-06-23,11350.0,11550.0,11200.0,11250.0,11250.0,996411
2021-06-24,11250.0,11250.0,11100.0,11250.0,11250.0,879902
2021-06-25,11300.0,11300.0,11150.0,11200.0,11200.0,953657
2021-06-28,11200.0,11450.0,11150.0,11300.0,11300.0,1020862
2021-06-29,11300.0,11400.0,11200.0,11200.0,11200.0,682771
2021-06-30,11250.0,11300.0,11200.0,11250.0,11250.0,808334
2021-07-01,11250.0,11250.0,11100.0,11200.0,11200.0,641594
2021-07-02,11200.0,11200.0,11000.0,11050.0,11050.0,978065
2021-07-05,11050.0,11150.0,11000.0,11050.0,11050.0,596052
2021-07-06,11050.0,11150.0,11050.0,11100.0,11100.0,520432
2021-07-07,11050.0,11100.0,10950.0,11000.0,11000.0,866260
2021-07-08,11000.0,11050.0,10800.0,10850.0,10850.0,700361
2021-07-09,10750.0,10800.0,10600.0,10650.0,10650.0,892855
2021-07-12,10700.0,11000.0,10700.0,10850.0,10850.0,459872
2021-07-13,10950.0,10950.0,10750.0,10950.0,10950.0,596120
2021-07-14,10950.0,10950.0,10800.0,10800.0,10800.0,375921
2021-07-15,10950.0,10950.0,10800.0,10900.0,10900.0,315084
2021-07-16,10850.0,10900.0,10800.0,10900.0,10900.0,304341
2021-07-19,10800.0,10850.0,10750.0,10750.0,10750.0,306961
2021-07-20,10600.0,10800.0,10600.0,10700.0,10700.0,555567
2021-07-21,10750.0,10800.0,10650.0,10750.0,10750.0,289309
2021-07-22,10750.0,10800.0,10650.0,10750.0,10750.0,413771
2021-07-23,10750.0,10850.0,10700.0,10750.0,10750.0,353043
2021-07-26,10750.0,10800.0,10600.0,10650.0,10650.0,360350
2021-07-27,10600.0,10750.0,10600.0,10700.0,10700.0,283252
2021-07-28,10650.0,10700.0,10500.0,10500.0,10500.0,699652
2021-07-29,10550.0,10600.0,10450.0,10550.0,10550.0,338793
2021-07-30,10550.0,10550.0,10400.0,10450.0,10450.0,514075
2021-08-02,10450.0,10500.0,10400.0,10500.0,10500.0,249848
2021-08-03,10450.0,10500.0,10300.0,10400.0,10400.0,444969
2021-08-04,10400.0,10650.0,10350.0,10550.0,10550.0,347279
2021-08-05,10550.0,10800.0,10500.0,10650.0,10650.0,336483
2021-08-06,10650.0,10700.0,10550.0,10700.0,10700.0,209008
2021-08-09,10700.0,10700.0,10550.0,10600.0,10600.0,267766
2021-08-10,10600.0,10600.0,10450.0,10550.0,10550.0,272542
2021-08-11,10500.0,10550.0,10400.0,10450.0,10450.0,295417
2021-08-12,10450.0,10550.0,10400.0,10450.0,10450.0,341715
2021-08-13,10450.0,10450.0,10250.0,10350.0,10350.0,647872
2021-08-17,10300.0,10350.0,10100.0,10200.0,10200.0,508361
2021-08-18,10150.0,10200.0,9980.0,10100.0,10100.0,666621
2021-08-19,9990.0,10050.0,9710.0,9710.0,9710.0,1147477
2021-08-20,9730.0,9800.0,9460.0,9500.0,9500.0,718295
2021-08-23,9510.0,9800.0,9420.0,9670.0,9670.0,421615
2021-08-24,9650.0,9940.0,9650.0,9810.0,9810.0,401761
2021-08-25,9810.0,9870.0,9760.0,9830.0,9830.0,197597
2021-08-26,9830.0,9900.0,9600.0,9740.0,9740.0,252291
2021-08-27,9650.0,9850.0,9640.0,9770.0,9770.0,198098
2021-08-30,9840.0,10100.0,9810.0,10000.0,10000.0,307335
2021-08-31,9980.0,10100.0,9850.0,9870.0,9870.0,403375
2021-09-01,9840.0,9960.0,9830.0,9930.0,9930.0,182457
2021-09-02,9930.0,9980.0,9870.0,9910.0,9910.0,174356
