Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,51300.0,51400.0,50000.0,50000.0,45226.398438,143431
2020-01-03,50000.0,50700.0,49700.0,50300.0,45497.753906,126085
2020-01-06,50600.0,51100.0,49950.0,50100.0,45316.847656,154646
2020-01-07,50100.0,50500.0,49900.0,50500.0,45678.660156,107859
2020-01-08,49050.0,49250.0,47600.0,48800.0,44140.964844,193500
2020-01-09,48600.0,49050.0,48200.0,48600.0,43960.058594,203679
2020-01-10,48600.0,48600.0,48000.0,48300.0,43688.699219,124103
2020-01-13,48050.0,48150.0,47750.0,48150.0,43553.019531,96816
2020-01-14,48150.0,48700.0,48000.0,48700.0,44050.511719,137916
2020-01-15,48900.0,48900.0,47900.0,48250.0,43643.476563,185624
2020-01-16,48100.0,48350.0,47500.0,48300.0,43688.699219,219738
2020-01-17,48150.0,48850.0,48000.0,48850.0,44186.191406,170520
2020-01-20,48550.0,48900.0,48300.0,48700.0,44050.511719,129551
2020-01-21,48450.0,48700.0,48250.0,48400.0,43779.152344,72113
2020-01-22,48500.0,48800.0,48150.0,48600.0,43960.058594,95055
2020-01-23,48200.0,48650.0,48000.0,48350.0,43733.925781,156925
2020-01-28,47800.0,48050.0,46400.0,46550.0,42105.773438,196418
2020-01-29,46350.0,46850.0,46050.0,46550.0,42105.773438,125544
2020-01-30,46450.0,46700.0,46050.0,46400.0,41970.097656,117403
2020-01-31,46600.0,46750.0,45650.0,45700.0,41336.925781,192347
2020-02-03,45600.0,45850.0,44350.0,45000.0,40703.757813,187401
2020-02-04,44650.0,45300.0,44600.0,45300.0,40975.117188,288497
2020-02-05,44900.0,45250.0,44650.0,45100.0,40794.210938,197538
2020-02-06,45400.0,47050.0,45250.0,47050.0,42558.039063,199039
2020-02-07,46500.0,46550.0,45750.0,46000.0,41608.285156,137553
2020-02-10,45350.0,45900.0,45100.0,45600.0,41246.476563,166758
2020-02-11,46050.0,46700.0,45600.0,46600.0,42151.003906,157635
2020-02-12,46300.0,46850.0,46000.0,46450.0,42015.324219,214620
2020-02-13,46450.0,47100.0,46000.0,46000.0,41608.285156,164354
2020-02-14,45700.0,46250.0,45500.0,46050.0,41653.511719,139337
2020-02-17,46050.0,46450.0,45450.0,45900.0,41517.832031,89084
2020-02-18,45500.0,46150.0,45500.0,45850.0,41472.605469,96289
2020-02-19,46050.0,46100.0,45200.0,45300.0,40975.117188,87714
2020-02-20,45200.0,45500.0,44900.0,45150.0,40839.4375,124948
2020-02-21,44650.0,44650.0,43900.0,43950.0,39754.003906,193560
2020-02-24,43550.0,43600.0,41500.0,41600.0,37628.363281,229758
2020-02-25,41100.0,41750.0,40750.0,41650.0,37673.585938,198750
2020-02-26,41400.0,42000.0,41050.0,41950.0,37944.949219,252165
2020-02-27,41500.0,42000.0,41150.0,41950.0,37944.949219,210228
2020-02-28,41600.0,41600.0,40950.0,41250.0,37311.777344,294536
2020-03-02,41100.0,41500.0,40400.0,40800.0,36904.738281,187080
2020-03-03,41000.0,41650.0,40450.0,40750.0,36859.511719,215622
2020-03-04,40750.0,41100.0,40550.0,40650.0,36769.0625,200295
2020-03-05,40650.0,41300.0,40500.0,41300.0,37357.003906,254575
2020-03-06,41000.0,41000.0,39650.0,40000.0,36181.117188,374898
2020-03-09,40000.0,40000.0,40000.0,40000.0,36181.117188,0
2020-03-10,37900.0,40450.0,37800.0,40400.0,36542.929688,361388
2020-03-11,40000.0,40450.0,38750.0,40150.0,36316.796875,262281
2020-03-12,40150.0,40150.0,40150.0,40150.0,36316.796875,0
2020-03-13,35100.0,36400.0,33850.0,35850.0,32427.326172,406795
2020-03-16,36250.0,36950.0,35050.0,36100.0,32653.458984,216706
2020-03-17,34600.0,36700.0,34550.0,36650.0,33150.949219,251836
2020-03-18,36500.0,37650.0,36300.0,36650.0,33150.949219,232190
2020-03-19,36650.0,37650.0,35200.0,35600.0,32201.193359,406946
2020-03-20,35600.0,36500.0,34700.0,35750.0,32336.875,351928
2020-03-23,34600.0,34600.0,32200.0,32600.0,29487.611328,339139
2020-03-24,32600.0,35150.0,32600.0,34900.0,31568.025391,366497
2020-03-25,35150.0,40300.0,34800.0,39900.0,36090.664063,484138
2020-03-26,39900.0,40600.0,37400.0,37400.0,33829.34375,400721
