date,open,high,low,close,adjclose,volume,ticker
2022-11-18,113.84639739990234,115.97222900390625,112.26441955566406,113.46185302734375,113.46185302734375,452234300694,DOGE-KRW
2022-11-19,113.46138763427734,113.775146484375,111.74118041992188,113.3414077758789,113.3414077758789,330533878831,DOGE-KRW
2022-11-20,113.34257507324219,114.81643676757812,103.23967742919922,103.41531372070312,103.41531372070312,668717151936,DOGE-KRW
2022-11-21,103.41708374023438,103.43379211425781,98.46101379394531,101.58868408203125,101.58868408203125,897521606827,DOGE-KRW
2022-11-22,101.58501434326172,107.0346450805664,99.33238220214844,106.19924926757812,106.19924926757812,752829625361,DOGE-KRW
2022-11-23,106.21460723876953,112.6593017578125,105.35747528076172,109.3603286743164,109.3603286743164,708347275120,DOGE-KRW
2022-11-24,109.36824035644531,111.72461700439453,107.36831665039062,108.071044921875,108.071044921875,477915859458,DOGE-KRW
2022-11-25,108.05509948730469,121.1856689453125,107.85628509521484,119.49964904785156,119.49964904785156,1365589011851,DOGE-KRW
2022-11-26,119.48593139648438,126.5310287475586,118.0518798828125,118.84908294677734,118.84908294677734,1204760138273,DOGE-KRW
2022-11-27,118.83627319335938,142.14720153808594,118.83627319335938,131.8355255126953,131.8355255126953,2624734606658,DOGE-KRW
2022-11-28,132.49295043945312,132.6014862060547,124.83393096923828,127.47367858886719,127.47367858886719,2774076227584,DOGE-KRW
