date,open,high,low,close,adjclose,volume,ticker
2022-11-18,1175.049072265625,1203.5552978515625,1166.55126953125,1179.59521484375,1179.59521484375,418902717284,MATIC-KRW
2022-11-19,1179.653076171875,1181.6541748046875,1146.5269775390625,1173.994140625,1173.994140625,316693031265,MATIC-KRW
2022-11-20,1173.9422607421875,1179.163330078125,1077.957275390625,1082.1728515625,1082.1728515625,508654903781,MATIC-KRW
2022-11-21,1082.0970458984375,1112.685302734375,1051.1693115234375,1082.75048828125,1082.75048828125,785363022423,MATIC-KRW
2022-11-22,1082.460205078125,1168.084716796875,1062.9161376953125,1150.111328125,1150.111328125,910366262042,MATIC-KRW
2022-11-23,1150.322021484375,1175.74609375,1127.0704345703125,1151.5211181640625,1151.5211181640625,621826388081,MATIC-KRW
2022-11-24,1151.531982421875,1186.1552734375,1121.8992919921875,1126.4603271484375,1126.4603271484375,466682078601,MATIC-KRW
2022-11-25,1126.3341064453125,1126.3341064453125,1087.517578125,1127.4986572265625,1127.4986572265625,318417781646,MATIC-KRW
2022-11-26,1127.3759765625,1160.8358154296875,1125.312255859375,1130.7449951171875,1130.7449951171875,305998383670,MATIC-KRW
2022-11-27,1130.72216796875,1154.561279296875,1126.2467041015625,1128.4227294921875,1128.4227294921875,266618664293,MATIC-KRW
2022-11-28,1130.12744140625,1132.1689453125,1088.465087890625,1098.7557373046875,1098.7557373046875,358664404992,MATIC-KRW
