date,open,high,low,close,adjclose,volume,ticker
2022-11-18,359835.4375,367840.71875,359834.6875,367055.5,367055.5,918319047714,BNB-KRW
2022-11-19,367011.59375,367514.4375,361338.46875,365021.03125,365021.03125,738961188832,BNB-KRW
2022-11-20,365064.78125,366699.875,351831.96875,354083.0,354083.0,965306563615,BNB-KRW
2022-11-21,354083.875,356714.25,340863.21875,345606.5625,345606.5625,1488728660228,BNB-KRW
2022-11-22,345403.71875,361119.78125,342296.0,360351.5,360351.5,1083024539652,BNB-KRW
2022-11-23,360481.375,406083.28125,358276.96875,398266.4375,398266.4375,2567643208371,BNB-KRW
2022-11-24,398398.0625,404910.9375,391528.5625,398469.4375,398469.4375,1617044190754,BNB-KRW
2022-11-25,398344.75,405321.71875,390429.1875,401439.5625,401439.5625,1267507227596,BNB-KRW
2022-11-26,401431.625,423321.9375,401188.15625,415877.96875,415877.96875,1631459810646,BNB-KRW
2022-11-27,415856.0625,422330.59375,410226.625,410591.125,410591.125,1060141791120,BNB-KRW
2022-11-28,412171.0625,412733.75,388319.90625,395619.21875,395619.21875,1373572825088,BNB-KRW
