date,open,high,low,close,adjclose,volume,ticker
2022-11-18,0.012164999730885029,0.012362999841570854,0.012082000263035297,0.012192999944090843,0.012192999944090843,132286860132,SHIB-KRW
2022-11-19,0.012191999703645706,0.0123070003464818,0.012083999812602997,0.012271000072360039,0.012271000072360039,113952649166,SHIB-KRW
2022-11-20,0.012271000072360039,0.01235399954020977,0.011703000403940678,0.011783000081777573,0.011783000081777573,185209844648,SHIB-KRW
2022-11-21,0.011783000081777573,0.011783000081777573,0.011331000365316868,0.011473000049591064,0.011473000049591064,287594795939,SHIB-KRW
2022-11-22,0.01147099956870079,0.011938000097870827,0.011134999804198742,0.01191100012511015,0.01191100012511015,242585489184,SHIB-KRW
2022-11-23,0.011913999915122986,0.012292000465095043,0.011858000420033932,0.012101000174880028,0.012101000174880028,222602416830,SHIB-KRW
2022-11-24,0.012098999693989754,0.012264000251889229,0.011885000392794609,0.011962000280618668,0.011962000280618668,147521962974,SHIB-KRW
2022-11-25,0.011959999799728394,0.012505000457167625,0.0118410000577569,0.012268999591469765,0.012268999591469765,239191175561,SHIB-KRW
2022-11-26,0.012268000282347202,0.01248599961400032,0.011994999833405018,0.012051999568939209,0.012051999568939209,183582241657,SHIB-KRW
2022-11-27,0.012051999568939209,0.01281800027936697,0.012041999958455563,0.012384000234305859,0.012384000234305859,275050698225,SHIB-KRW
2022-11-28,0.012424016371369362,0.012464291416108608,0.011847290210425854,0.012170037254691124,0.012170037254691124,317340123136,SHIB-KRW
