date,open,high,low,close,adjclose,volume,ticker
2022-11-18,436.33123779296875,444.43865966796875,430.6644287109375,437.1387634277344,437.1387634277344,299182366813,ADA-KRW
2022-11-19,437.1346130371094,444.4714050292969,432.92852783203125,440.216064453125,440.216064453125,214476054542,ADA-KRW
2022-11-20,440.217529296875,443.19342041015625,416.8556213378906,418.50091552734375,418.50091552734375,323785733499,ADA-KRW
2022-11-21,418.4908142089844,421.4793395996094,404.4952087402344,414.1103515625,414.1103515625,546967699867,ADA-KRW
2022-11-22,414.0783386230469,428.1603088378906,405.2435302734375,422.04803466796875,422.04803466796875,411282468683,ADA-KRW
2022-11-23,422.1304931640625,427.8562316894531,418.6346740722656,425.6374816894531,425.6374816894531,435912498231,ADA-KRW
2022-11-24,425.658935546875,428.49981689453125,415.52679443359375,419.7310485839844,419.7310485839844,293772213402,ADA-KRW
2022-11-25,419.67999267578125,423.12933349609375,409.90570068359375,420.687255859375,420.687255859375,274286904700,ADA-KRW
2022-11-26,420.638671875,429.9129943847656,416.9822998046875,419.0854797363281,419.0854797363281,275255193687,ADA-KRW
2022-11-27,419.0891418457031,426.3002014160156,417.080322265625,417.30194091796875,417.30194091796875,224238394819,ADA-KRW
2022-11-28,417.8980407714844,418.88653564453125,404.30426025390625,409.78411865234375,409.78411865234375,313955221504,ADA-KRW
