date,open,high,low,close,adjclose,volume,ticker
2022-11-18,1612797.375,1643307.375,1612797.375,1624494.5,1624494.5,10693163725558,ETH-KRW
2022-11-19,1624380.875,1645338.75,1608673.25,1632728.5,1632728.5,8011698702141,ETH-KRW
2022-11-20,1632741.125,1640301.0,1524864.625,1530939.625,1530939.625,12932633126669,ETH-KRW
2022-11-21,1530844.625,1530844.625,1476078.0,1507088.625,1507088.625,19145485298415,ETH-KRW
2022-11-22,1506467.125,1537669.375,1463460.875,1535952.0,1535952.0,16291689768300,ETH-KRW
2022-11-23,1536287.75,1584518.125,1527576.25,1582114.25,1582114.25,15033134907507,ETH-KRW
2022-11-24,1582308.875,1606128.125,1579617.5,1596891.0,1596891.0,12873949209028,ETH-KRW
2022-11-25,1596647.25,1596647.25,1555327.75,1601237.5,1601237.5,7323287093667,ETH-KRW
2022-11-26,1601056.625,1638783.0,1600131.75,1610549.0,1610549.0,6776845874194,ETH-KRW
2022-11-27,1610558.875,1629850.0,1596049.875,1596167.125,1596167.125,5992639662455,ETH-KRW
2022-11-28,1597929.25,1600718.0,1560088.5,1570350.25,1570350.25,8096477347840,ETH-KRW
