date,open,high,low,close,adjclose,volume,ticker
2022-11-18,13314.5576171875,13686.689453125,13128.08984375,13393.228515625,13393.228515625,144277423258,ATOM-KRW
2022-11-19,13392.1611328125,13448.6318359375,13085.08203125,13387.4716796875,13387.4716796875,93578068666,ATOM-KRW
2022-11-20,13387.4013671875,13443.833984375,12513.1767578125,12529.2021484375,12529.2021484375,125629479270,ATOM-KRW
2022-11-21,12529.7275390625,12529.759765625,11989.78125,12273.705078125,12273.705078125,191039155145,ATOM-KRW
2022-11-22,12269.55859375,12910.5419921875,11918.5791015625,12897.435546875,12897.435546875,205646804923,ATOM-KRW
2022-11-23,12904.7021484375,13400.7216796875,12863.6806640625,13251.5361328125,13251.5361328125,177497026416,ATOM-KRW
2022-11-24,13251.7646484375,13509.9794921875,13112.716796875,13464.078125,13464.078125,148078862139,ATOM-KRW
2022-11-25,13462.84375,13491.322265625,12952.1015625,13378.4873046875,13378.4873046875,107323964951,ATOM-KRW
2022-11-26,13376.9296875,13878.85546875,13376.9296875,13495.5556640625,13495.5556640625,125184708304,ATOM-KRW
2022-11-27,13495.029296875,13750.7548828125,13259.3037109375,13260.609375,13260.609375,90284028849,ATOM-KRW
2022-11-28,13274.2470703125,13287.77734375,12727.197265625,13008.9111328125,13008.9111328125,117771149312,ATOM-KRW
