date,open,high,low,close,adjclose,volume,ticker
2022-11-18,8373.7412109375,8560.41796875,8151.94677734375,8289.0009765625,8289.0009765625,347648453855,LINK-KRW
2022-11-19,8288.1005859375,8320.578125,8086.1201171875,8241.4765625,8241.4765625,234199000483,LINK-KRW
2022-11-20,8241.4423828125,8352.0732421875,7710.79443359375,7734.28955078125,7734.28955078125,330325485660,LINK-KRW
2022-11-21,7733.52978515625,7980.564453125,7591.6953125,7980.564453125,7980.564453125,451298154841,LINK-KRW
2022-11-22,7980.4228515625,8692.5146484375,7933.0029296875,8656.58203125,8656.58203125,656585084833,LINK-KRW
2022-11-23,8657.5029296875,9062.9052734375,8588.4677734375,8960.6474609375,8960.6474609375,578512672037,LINK-KRW
2022-11-24,8962.4033203125,9177.56640625,8805.341796875,9061.0859375,9061.0859375,446301751754,LINK-KRW
2022-11-25,9060.21875,9268.5078125,8866.9248046875,9138.3583984375,9138.3583984375,347289306467,LINK-KRW
2022-11-26,9137.2158203125,9679.76953125,9131.998046875,9545.0068359375,9545.0068359375,451312291893,LINK-KRW
2022-11-27,9545.01171875,9661.9052734375,9210.1826171875,9218.19921875,9218.19921875,314398544430,LINK-KRW
2022-11-28,9236.69921875,9252.1982421875,8818.6552734375,8980.6171875,8980.6171875,464663511040,LINK-KRW
